customer_id,visit_date,age,gender,cuisine_type,restaurant_location,party_size,wait_time,food_quality,service_quality,ambiance_rating,price_value,overall_rating,spending_per_person,total_spending,recommend,will_return,payment_method,visit_time,day_of_week,is_weekend,response_time,cleanliness,review_text
817,2025-05-27,18,Male,Indian,West Jakarta,7,48,4,5,5,5,4.8,260608,1824256,Yes,Yes,E-Wallet,Late Night,Tuesday,0,13,5,The Indian food was absolutely delicious! Server was knowledgeable and helpful. Definitely coming back!
818,2023-12-09,58,Male,Arabic,Depok,6,54,5,5,5,5,5.0,108548,651288,Yes,Yes,Debit Card,Late Night,Saturday,1,26,3,"Food was exceptional, especially the main course. Staff went above and beyond. Definitely coming back!"
819,2025-05-05,27,Male,Indian,North Jakarta,4,37,5,4,5,5,4.8,70889,283556,Yes,Yes,Credit Card,Dinner,Monday,0,6,5,"Food was exceptional, especially the main course. Great customer service experience. Definitely coming back!"
820,2025-04-06,61,Female,Mexican,Tangerang,6,48,3,5,4,3,3.8,203742,1222452,Yes,Yes,Cash,Breakfast,Sunday,1,19,4,Food was okay. Great customer service experience. Might give it another try.
821,2025-06-23,37,Male,Arabic,South Jakarta,6,51,3,3,2,1,2.2,141872,851232,No,No,Credit Card,Breakfast,Monday,0,9,5,Food was okay. Service was acceptable. Might give it another try.
822,2024-08-16,27,Female,Thai,North Jakarta,6,34,4,4,4,3,3.8,71307,427842,Yes,Yes,Credit Card,Breakfast,Friday,0,9,5,Best Thai I've had in a long time! Server was knowledgeable and helpful. Might give it another try.
823,2025-03-07,64,Male,Thai,South Jakarta,6,45,4,4,3,3,3.5,441520,2649120,Yes,Yes,Cash,Breakfast,Friday,0,30,3,The Thai food was absolutely delicious! Great customer service experience. Might give it another try.
824,2025-06-29,54,Female,Mexican,East Jakarta,1,28,4,5,5,5,4.8,411162,411162,Yes,Yes,Debit Card,Breakfast,Sunday,1,24,4,Best Mexican I've had in a long time! Staff went above and beyond. Definitely coming back!
825,2025-10-24,29,Female,Mexican,Central Jakarta,7,18,2,3,1,2,2.0,190012,1330084,No,No,E-Wallet,Dinner,Friday,0,8,3,Portions were too small for the price. Service was acceptable. Probably won't return.
826,2024-11-04,32,Male,Indian,East Jakarta,2,44,5,5,5,4,4.8,358236,716472,Yes,Yes,E-Wallet,Late Night,Monday,0,20,5,Fresh ingredients and perfect seasoning. Server was knowledgeable and helpful. Definitely coming back!
827,2023-12-05,18,Female,Indian,Bekasi,6,57,4,5,5,5,4.8,160434,962604,Yes,Yes,QRIS,Dinner,Tuesday,0,17,3,"Amazing Indian cuisine, authentic flavors! Great customer service experience. Definitely coming back!"
828,2024-11-09,60,Male,Vietnamese,Depok,6,10,4,4,3,3,3.5,202999,1217994,Yes,Yes,Cash,Breakfast,Saturday,1,9,5,"Food was exceptional, especially the main course. Great customer service experience. Might give it another try."
829,2025-01-12,55,Male,Arabic,Bekasi,7,31,2,3,3,2,2.5,173060,1211420,No,No,E-Wallet,Lunch,Sunday,1,17,5,Portions were too small for the price. Service was acceptable. Might give it another try.
830,2025-08-04,25,Male,Thai,East Jakarta,4,12,3,3,5,4,3.8,338395,1353580,Yes,Yes,E-Wallet,Dinner,Monday,0,29,3,Food was okay. Service was acceptable. Might give it another try.
831,2025-08-08,44,Female,Indian,Bekasi,2,47,5,5,5,4,4.8,168016,336032,Yes,Yes,E-Wallet,Dinner,Friday,0,19,3,"Food was exceptional, especially the main course. Great customer service experience. Definitely coming back!"
832,2024-09-24,29,Female,Mexican,Central Jakarta,6,53,5,4,5,4,4.5,250987,1505922,Yes,Yes,QRIS,Late Night,Tuesday,0,11,5,"Food was exceptional, especially the main course. Great customer service experience. Definitely coming back!"
833,2024-11-26,19,Male,Indonesian,South Jakarta,7,6,5,3,3,5,4.0,377939,2645573,Yes,Yes,E-Wallet,Dinner,Tuesday,0,5,5,The Indonesian food was absolutely delicious! Service was acceptable. Definitely coming back!
834,2024-10-07,56,Female,Western,East Jakarta,3,34,5,3,3,4,3.8,423708,1271124,Yes,Yes,Debit Card,Lunch,Monday,0,14,3,Best Western I've had in a long time! Service was acceptable. Might give it another try.
835,2025-04-19,19,Male,Arabic,Depok,8,20,4,4,5,5,4.5,386267,3090136,Yes,Yes,Credit Card,Lunch,Saturday,1,12,4,Fresh ingredients and perfect seasoning. Server was knowledgeable and helpful. Definitely coming back!
836,2024-09-02,64,Male,Italian,Central Jakarta,7,60,5,4,5,5,4.8,425377,2977639,Yes,Yes,QRIS,Breakfast,Monday,0,19,4,The Italian food was absolutely delicious! Staff went above and beyond. Definitely coming back!
837,2025-02-28,64,Male,Mexican,Tangerang,1,28,5,5,5,5,5.0,280710,280710,Yes,Yes,E-Wallet,Lunch,Friday,0,13,5,The Mexican food was absolutely delicious! Service was excellent and attentive. Definitely coming back!
838,2024-02-28,25,Male,Indian,Tangerang,6,14,3,2,3,2,2.5,223028,1338168,No,No,Credit Card,Late Night,Wednesday,0,29,3,Food was okay. Poor customer service. Might give it another try.
839,2024-10-16,34,Female,Mexican,Depok,6,55,5,5,5,5,5.0,361651,2169906,Yes,Yes,Credit Card,Dinner,Wednesday,0,5,3,"Amazing Mexican cuisine, authentic flavors! Friendly staff and quick service. Definitely coming back!"
840,2025-10-16,41,Female,Mexican,North Jakarta,3,41,4,5,4,5,4.5,204601,613803,Yes,Yes,Debit Card,Dinner,Thursday,0,17,4,"Amazing Mexican cuisine, authentic flavors! Friendly staff and quick service. Definitely coming back!"
841,2024-07-12,58,Male,Italian,East Jakarta,5,14,2,2,3,3,2.5,440834,2204170,No,No,QRIS,Lunch,Friday,0,16,5,Not authentic at all. Poor customer service. Might give it another try.
842,2025-03-28,27,Female,Western,Bekasi,7,60,5,4,5,5,4.8,141953,993671,Yes,Yes,E-Wallet,Breakfast,Friday,0,15,3,"Food was exceptional, especially the main course. Service was excellent and attentive. Definitely coming back!"
843,2025-02-25,37,Male,Chinese,West Jakarta,5,43,3,1,2,2,2.0,290816,1454080,No,No,QRIS,Lunch,Tuesday,0,28,3,Food was okay. Service was slow and inattentive. Probably won't return.
844,2025-07-22,41,Male,Thai,South Jakarta,6,37,2,3,3,3,2.8,331924,1991544,No,No,Credit Card,Late Night,Tuesday,0,23,5,The Thai was disappointing. Service was acceptable. Might give it another try.
845,2025-07-23,33,Male,Mexican,West Jakarta,4,19,4,4,5,5,4.5,339394,1357576,Yes,Yes,Cash,Breakfast,Wednesday,0,9,5,The Mexican food was absolutely delicious! Friendly staff and quick service. Definitely coming back!
846,2025-07-28,37,Male,Chinese,East Jakarta,4,42,5,4,5,4,4.5,217173,868692,Yes,Yes,Credit Card,Breakfast,Monday,0,19,3,"Amazing Chinese cuisine, authentic flavors! Great customer service experience. Definitely coming back!"
847,2024-08-11,48,Male,Japanese,East Jakarta,8,24,3,2,1,3,2.2,282071,2256568,No,No,Debit Card,Late Night,Sunday,1,5,4,Food was okay. Server was rude and unprofessional. Might give it another try.
848,2024-06-26,44,Female,Korean,West Jakarta,6,37,5,5,5,5,5.0,188516,1131096,Yes,Yes,QRIS,Dinner,Wednesday,0,26,5,"Amazing Korean cuisine, authentic flavors! Server was knowledgeable and helpful. Definitely coming back!"
849,2025-04-16,50,Female,Vietnamese,Depok,2,53,3,2,3,4,3.0,296680,593360,No,Yes,E-Wallet,Lunch,Wednesday,0,7,4,Food was okay. Staff seemed uninterested. Might give it another try.
850,2025-05-16,61,Female,Japanese,Depok,6,45,2,2,2,2,2.0,211061,1266366,No,No,QRIS,Late Night,Friday,0,8,5,Overcooked and underseasoned dishes. Had to wait too long for everything. Probably won't return.
851,2025-08-06,37,Male,Arabic,West Jakarta,6,15,3,2,2,4,2.8,397388,2384328,No,No,Debit Card,Late Night,Wednesday,0,25,5,Food was okay. Had to wait too long for everything. Might give it another try.
852,2023-12-04,44,Female,Chinese,North Jakarta,8,59,4,3,4,4,3.8,431005,3448040,Yes,Yes,Cash,Late Night,Monday,0,14,4,Best Chinese I've had in a long time! Service was acceptable. Might give it another try.
853,2023-12-28,54,Female,Thai,Central Jakarta,7,8,5,5,4,5,4.8,452154,3165078,Yes,Yes,Cash,Lunch,Thursday,0,26,5,The Thai food was absolutely delicious! Friendly staff and quick service. Definitely coming back!
854,2025-02-11,34,Female,Indian,Central Jakarta,6,32,5,5,5,5,5.0,154570,927420,Yes,Yes,Debit Card,Late Night,Tuesday,0,13,3,Fresh ingredients and perfect seasoning. Staff went above and beyond. Definitely coming back!
855,2025-09-11,22,Male,Indonesian,Bekasi,8,51,4,5,5,5,4.8,420403,3363224,Yes,Yes,E-Wallet,Late Night,Thursday,0,6,3,"Amazing Indonesian cuisine, authentic flavors! Server was knowledgeable and helpful. Definitely coming back!"
856,2025-11-06,21,Female,Mexican,Bekasi,8,23,2,1,3,1,1.8,220155,1761240,No,No,E-Wallet,Dinner,Thursday,0,23,3,Food was mediocre at best. Staff seemed uninterested. Probably won't return.
857,2025-05-06,53,Male,Korean,East Jakarta,6,41,5,5,4,5,4.8,61456,368736,Yes,Yes,Debit Card,Dinner,Tuesday,0,29,4,The Korean food was absolutely delicious! Server was knowledgeable and helpful. Definitely coming back!
858,2024-09-20,65,Male,Indonesian,Bekasi,8,19,5,5,4,5,4.8,419130,3353040,Yes,Yes,Cash,Breakfast,Friday,0,9,3,Best Indonesian I've had in a long time! Staff went above and beyond. Definitely coming back!
859,2024-01-18,59,Female,Thai,Tangerang,8,56,3,1,3,2,2.2,58494,467952,No,No,QRIS,Breakfast,Thursday,0,21,4,Food was okay. Poor customer service. Might give it another try.
860,2025-02-13,52,Female,Mexican,Bekasi,2,52,3,1,3,1,2.0,328796,657592,No,No,Debit Card,Breakfast,Thursday,0,23,4,Food was okay. Server was rude and unprofessional. Probably won't return.
861,2025-08-06,57,Male,Japanese,Tangerang,5,34,5,4,5,5,4.8,88286,441430,Yes,Yes,Debit Card,Late Night,Wednesday,0,21,5,Fresh ingredients and perfect seasoning. Server was knowledgeable and helpful. Definitely coming back!
862,2024-09-27,65,Female,Italian,Tangerang,5,5,4,4,4,5,4.2,273949,1369745,Yes,Yes,Debit Card,Dinner,Friday,0,22,4,Best Italian I've had in a long time! Friendly staff and quick service. Definitely coming back!
863,2025-03-29,59,Male,Arabic,Bekasi,3,17,2,3,2,2,2.2,63749,191247,No,No,QRIS,Breakfast,Saturday,1,29,3,Portions were too small for the price. Service was acceptable. Might give it another try.
864,2025-08-29,52,Female,Japanese,Bekasi,6,19,2,3,2,3,2.5,192122,1152732,No,No,Debit Card,Dinner,Friday,0,5,3,Food was mediocre at best. Service was acceptable. Might give it another try.
865,2023-12-11,46,Male,Thai,Central Jakarta,8,60,3,2,3,3,2.8,259284,2074272,No,No,Debit Card,Late Night,Monday,0,23,3,Food was okay. Staff seemed uninterested. Might give it another try.
866,2025-06-11,23,Male,Western,South Jakarta,3,53,2,3,4,4,3.2,237899,713697,No,Yes,Cash,Lunch,Wednesday,0,11,3,Not authentic at all. Service was acceptable. Might give it another try.
867,2024-06-09,50,Female,Korean,North Jakarta,2,34,1,2,2,2,1.8,499573,999146,No,No,Credit Card,Dinner,Sunday,1,7,4,Overcooked and underseasoned dishes. Had to wait too long for everything. Probably won't return.
868,2024-08-08,59,Female,Chinese,South Jakarta,7,35,2,3,3,2,2.5,73786,516502,No,No,Debit Card,Lunch,Thursday,0,23,3,Food was mediocre at best. Service was acceptable. Might give it another try.
869,2024-02-22,26,Male,Indonesian,Depok,1,8,4,4,3,3,3.5,373776,373776,Yes,Yes,E-Wallet,Lunch,Thursday,0,10,5,"Amazing Indonesian cuisine, authentic flavors! Great customer service experience. Might give it another try."
870,2024-11-30,27,Male,Indian,South Jakarta,3,6,4,5,5,5,4.8,245655,736965,Yes,Yes,Cash,Breakfast,Saturday,1,30,3,Fresh ingredients and perfect seasoning. Server was knowledgeable and helpful. Definitely coming back!
871,2024-12-25,39,Male,Korean,Central Jakarta,3,31,3,2,3,3,2.8,325358,976074,No,No,Debit Card,Breakfast,Wednesday,0,5,4,Food was okay. Staff seemed uninterested. Might give it another try.
872,2025-06-09,32,Male,Thai,South Jakarta,2,35,5,5,5,4,4.8,499270,998540,Yes,Yes,QRIS,Late Night,Monday,0,20,4,The Thai food was absolutely delicious! Server was knowledgeable and helpful. Definitely coming back!
873,2024-03-11,26,Female,Vietnamese,Bekasi,2,35,5,5,4,4,4.5,164982,329964,Yes,Yes,QRIS,Lunch,Monday,0,26,3,"Amazing Vietnamese cuisine, authentic flavors! Friendly staff and quick service. Definitely coming back!"
874,2024-01-04,65,Male,Thai,North Jakarta,2,20,3,2,4,4,3.2,207867,415734,No,Yes,Cash,Dinner,Thursday,0,29,3,Food was okay. Poor customer service. Might give it another try.
875,2025-08-05,38,Female,Indian,West Jakarta,1,52,5,4,4,4,4.2,57508,57508,Yes,Yes,Debit Card,Lunch,Tuesday,0,17,4,The Indian food was absolutely delicious! Friendly staff and quick service. Definitely coming back!
876,2025-02-03,18,Female,Korean,Bekasi,4,45,5,4,5,5,4.8,187785,751140,Yes,Yes,QRIS,Dinner,Monday,0,25,5,"Food was exceptional, especially the main course. Service was excellent and attentive. Definitely coming back!"
877,2024-05-02,39,Female,Indonesian,North Jakarta,6,56,5,5,5,4,4.8,400231,2401386,Yes,Yes,Cash,Breakfast,Thursday,0,30,4,Fresh ingredients and perfect seasoning. Server was knowledgeable and helpful. Definitely coming back!
878,2025-09-05,45,Male,Western,West Jakarta,2,19,4,4,5,5,4.5,205039,410078,Yes,Yes,Debit Card,Late Night,Friday,0,18,5,Best Western I've had in a long time! Server was knowledgeable and helpful. Definitely coming back!
879,2024-02-20,23,Male,Thai,East Jakarta,3,58,2,2,4,4,3.0,235564,706692,No,Yes,QRIS,Breakfast,Tuesday,0,30,5,Portions were too small for the price. Staff seemed uninterested. Might give it another try.
880,2024-10-10,41,Male,Western,West Jakarta,6,15,3,1,3,3,2.5,374106,2244636,No,No,Debit Card,Late Night,Thursday,0,11,4,Food was okay. Staff seemed uninterested. Might give it another try.
881,2024-05-11,21,Female,Mexican,Tangerang,7,35,5,4,5,5,4.8,50185,351295,Yes,Yes,Credit Card,Dinner,Saturday,1,11,5,Best Mexican I've had in a long time! Staff went above and beyond. Definitely coming back!
882,2024-05-12,57,Male,Italian,Tangerang,3,14,4,4,5,4,4.2,388734,1166202,Yes,Yes,E-Wallet,Lunch,Sunday,1,12,4,"Food was exceptional, especially the main course. Staff went above and beyond. Definitely coming back!"
883,2023-11-14,22,Male,Mexican,West Jakarta,7,12,2,3,2,4,2.8,194425,1360975,No,No,Cash,Breakfast,Tuesday,0,21,4,The Mexican was disappointing. Service was acceptable. Might give it another try.
884,2025-06-18,51,Male,Vietnamese,Depok,4,47,5,4,5,5,4.8,369834,1479336,Yes,Yes,E-Wallet,Dinner,Wednesday,0,13,3,"Amazing Vietnamese cuisine, authentic flavors! Service was excellent and attentive. Definitely coming back!"
885,2025-08-27,42,Female,Japanese,Depok,7,42,4,4,3,3,3.5,167772,1174404,Yes,Yes,QRIS,Dinner,Wednesday,0,12,5,The Japanese food was absolutely delicious! Service was excellent and attentive. Might give it another try.
886,2025-03-17,49,Female,Thai,Central Jakarta,2,60,5,5,4,4,4.5,385683,771366,Yes,Yes,QRIS,Dinner,Monday,0,16,3,Best Thai I've had in a long time! Great customer service experience. Definitely coming back!
887,2024-03-02,18,Male,Korean,East Jakarta,8,19,5,5,4,5,4.8,305780,2446240,Yes,Yes,QRIS,Late Night,Saturday,1,24,5,Fresh ingredients and perfect seasoning. Staff went above and beyond. Definitely coming back!
888,2024-09-25,60,Female,Italian,South Jakarta,2,41,1,1,2,3,1.8,402641,805282,No,No,QRIS,Breakfast,Wednesday,0,16,5,Not authentic at all. Poor customer service. Probably won't return.
889,2024-07-17,46,Female,Arabic,Central Jakarta,7,57,5,4,4,5,4.5,144758,1013306,Yes,Yes,Credit Card,Dinner,Wednesday,0,18,3,Best Arabic I've had in a long time! Service was excellent and attentive. Definitely coming back!
890,2025-01-10,64,Female,Mexican,Bekasi,6,27,3,3,2,3,2.8,290231,1741386,No,No,Cash,Lunch,Friday,0,11,5,Food was okay. Service was acceptable. Might give it another try.
891,2025-02-17,53,Female,Thai,Bekasi,3,59,4,5,5,5,4.8,332190,996570,Yes,Yes,Debit Card,Breakfast,Monday,0,28,3,Best Thai I've had in a long time! Server was knowledgeable and helpful. Definitely coming back!
892,2024-09-13,58,Female,Indian,Depok,3,53,4,5,5,5,4.8,233812,701436,Yes,Yes,Cash,Lunch,Friday,0,10,4,"Food was exceptional, especially the main course. Server was knowledgeable and helpful. Definitely coming back!"
893,2024-05-08,19,Male,Chinese,North Jakarta,5,53,3,4,4,2,3.2,154133,770665,No,Yes,Credit Card,Late Night,Wednesday,0,13,3,Food was okay. Service was excellent and attentive. Might give it another try.
894,2025-07-17,63,Female,Western,Bekasi,7,13,4,5,5,5,4.8,348900,2442300,Yes,Yes,Credit Card,Late Night,Thursday,0,6,3,Best Western I've had in a long time! Friendly staff and quick service. Definitely coming back!
895,2024-04-01,53,Male,Vietnamese,North Jakarta,1,36,4,2,2,2,2.5,280873,280873,No,No,Debit Card,Dinner,Monday,0,12,3,"Amazing Vietnamese cuisine, authentic flavors! Service was slow and inattentive. Might give it another try."
896,2024-08-15,57,Female,Korean,Tangerang,4,31,4,4,3,4,3.8,351705,1406820,Yes,Yes,E-Wallet,Dinner,Thursday,0,18,4,Best Korean I've had in a long time! Server was knowledgeable and helpful. Might give it another try.
897,2024-10-26,41,Male,Indian,Bekasi,2,49,3,4,2,4,3.2,353540,707080,No,Yes,Debit Card,Late Night,Saturday,1,22,4,Food was okay. Service was excellent and attentive. Might give it another try.
898,2024-04-29,24,Male,Indian,East Jakarta,8,22,2,3,2,2,2.2,359887,2879096,No,No,E-Wallet,Lunch,Monday,0,5,5,The Indian was disappointing. Service was acceptable. Might give it another try.
899,2024-12-30,46,Male,Indian,Depok,3,9,3,5,4,5,4.2,182126,546378,Yes,Yes,Credit Card,Late Night,Monday,0,18,5,Food was okay. Staff went above and beyond. Definitely coming back!
900,2025-01-01,26,Female,Chinese,Depok,5,39,4,3,5,5,4.2,263459,1317295,Yes,Yes,Debit Card,Dinner,Wednesday,0,5,5,Fresh ingredients and perfect seasoning. Service was acceptable. Definitely coming back!
901,2025-11-02,21,Female,Arabic,South Jakarta,2,44,3,2,3,1,2.2,434070,868140,No,No,Debit Card,Lunch,Sunday,1,10,3,Food was okay. Staff seemed uninterested. Might give it another try.
902,2024-06-10,59,Female,Japanese,Bekasi,2,11,5,5,5,5,5.0,472006,944012,Yes,Yes,E-Wallet,Lunch,Monday,0,15,3,"Food was exceptional, especially the main course. Great customer service experience. Definitely coming back!"
903,2025-10-22,24,Female,Indian,West Jakarta,7,21,4,4,5,5,4.5,155175,1086225,Yes,Yes,Debit Card,Dinner,Wednesday,0,19,3,Best Indian I've had in a long time! Service was excellent and attentive. Definitely coming back!
904,2025-03-03,51,Female,Italian,Central Jakarta,1,48,3,3,3,5,3.5,56594,56594,Yes,Yes,Credit Card,Dinner,Monday,0,17,4,Food was okay. Service was acceptable. Might give it another try.
905,2024-05-26,19,Female,Japanese,West Jakarta,4,45,4,5,4,5,4.5,100837,403348,Yes,Yes,Debit Card,Lunch,Sunday,1,19,5,Fresh ingredients and perfect seasoning. Server was knowledgeable and helpful. Definitely coming back!
906,2024-12-25,29,Male,Korean,Central Jakarta,1,39,2,2,1,2,1.8,408105,408105,No,No,Debit Card,Lunch,Wednesday,0,8,4,Portions were too small for the price. Server was rude and unprofessional. Probably won't return.
907,2025-03-23,30,Male,Arabic,Bekasi,8,47,5,4,5,5,4.8,84321,674568,Yes,Yes,Cash,Lunch,Sunday,1,12,4,"Amazing Arabic cuisine, authentic flavors! Server was knowledgeable and helpful. Definitely coming back!"
908,2025-05-05,30,Female,Italian,Bekasi,1,35,3,1,3,3,2.5,218062,218062,No,No,QRIS,Late Night,Monday,0,29,5,Food was okay. Server was rude and unprofessional. Might give it another try.
909,2023-12-13,59,Male,Mexican,Bekasi,3,33,3,4,3,3,3.2,278138,834414,No,Yes,E-Wallet,Late Night,Wednesday,0,5,4,Food was okay. Service was excellent and attentive. Might give it another try.
910,2025-01-24,24,Female,Western,Depok,7,24,5,5,5,4,4.8,326588,2286116,Yes,Yes,Credit Card,Dinner,Friday,0,23,5,"Amazing Western cuisine, authentic flavors! Service was excellent and attentive. Definitely coming back!"
911,2024-11-05,54,Male,Vietnamese,Bekasi,1,39,1,2,2,1,1.5,234426,234426,No,No,QRIS,Lunch,Tuesday,0,21,4,The Vietnamese was disappointing. Poor customer service. Probably won't return.
912,2025-08-29,61,Male,Chinese,South Jakarta,8,16,4,3,2,4,3.2,156749,1253992,No,Yes,E-Wallet,Breakfast,Friday,0,6,4,"Amazing Chinese cuisine, authentic flavors! Service was acceptable. Might give it another try."
913,2024-06-04,31,Male,Mexican,Central Jakarta,4,47,3,4,3,4,3.5,489241,1956964,Yes,Yes,E-Wallet,Lunch,Tuesday,0,9,5,Food was okay. Service was excellent and attentive. Might give it another try.
914,2025-06-13,33,Female,Thai,North Jakarta,4,46,4,5,3,4,4.0,481779,1927116,Yes,Yes,E-Wallet,Lunch,Friday,0,29,4,"Food was exceptional, especially the main course. Server was knowledgeable and helpful. Definitely coming back!"
915,2025-01-24,34,Male,Vietnamese,Tangerang,1,49,4,5,5,4,4.5,86975,86975,Yes,Yes,Credit Card,Late Night,Friday,0,7,3,The Vietnamese food was absolutely delicious! Friendly staff and quick service. Definitely coming back!
916,2024-07-22,52,Female,Indonesian,North Jakarta,7,23,4,5,4,3,4.0,448977,3142839,Yes,Yes,Credit Card,Breakfast,Monday,0,22,4,"Food was exceptional, especially the main course. Friendly staff and quick service. Definitely coming back!"
917,2025-02-15,30,Male,Western,Central Jakarta,8,35,1,1,1,2,1.2,146719,1173752,No,No,Credit Card,Late Night,Saturday,1,24,4,The Western was disappointing. Staff seemed uninterested. Probably won't return.
918,2025-02-03,46,Male,Korean,Central Jakarta,4,54,4,3,2,4,3.2,57450,229800,No,Yes,Debit Card,Dinner,Monday,0,10,4,Best Korean I've had in a long time! Service was acceptable. Might give it another try.
919,2025-03-17,47,Male,Vietnamese,Central Jakarta,7,29,3,4,2,2,2.8,146449,1025143,No,No,Debit Card,Late Night,Monday,0,5,4,Food was okay. Server was knowledgeable and helpful. Might give it another try.
920,2025-04-17,22,Male,Arabic,North Jakarta,3,14,3,3,5,3,3.5,264918,794754,Yes,Yes,QRIS,Breakfast,Thursday,0,24,5,Food was okay. Service was acceptable. Might give it another try.
921,2025-03-03,28,Female,Indian,Central Jakarta,3,11,2,3,2,4,2.8,80627,241881,No,No,E-Wallet,Breakfast,Monday,0,12,5,Portions were too small for the price. Service was acceptable. Might give it another try.
922,2025-07-12,20,Male,Italian,Depok,7,23,5,5,4,5,4.8,307195,2150365,Yes,Yes,QRIS,Late Night,Saturday,1,20,3,Best Italian I've had in a long time! Server was knowledgeable and helpful. Definitely coming back!
923,2025-02-09,47,Female,Chinese,West Jakarta,5,45,3,3,2,3,2.8,437976,2189880,No,No,Credit Card,Late Night,Sunday,1,30,4,Food was okay. Service was acceptable. Might give it another try.
924,2025-08-29,27,Male,Korean,Tangerang,4,30,4,3,2,3,3.0,270798,1083192,No,Yes,E-Wallet,Late Night,Friday,0,19,4,"Food was exceptional, especially the main course. Service was acceptable. Might give it another try."
925,2025-02-22,47,Female,Indian,Bekasi,7,13,2,2,4,2,2.5,347998,2435986,No,No,Debit Card,Late Night,Saturday,1,22,4,Portions were too small for the price. Had to wait too long for everything. Might give it another try.
926,2024-06-20,41,Female,Chinese,Tangerang,3,35,3,3,2,2,2.5,486673,1460019,No,No,QRIS,Late Night,Thursday,0,6,3,Food was okay. Service was acceptable. Might give it another try.
927,2024-09-25,31,Female,Western,West Jakarta,7,38,4,5,4,5,4.5,158240,1107680,Yes,Yes,E-Wallet,Dinner,Wednesday,0,28,5,Fresh ingredients and perfect seasoning. Friendly staff and quick service. Definitely coming back!
928,2025-01-04,54,Male,Vietnamese,Tangerang,4,14,5,5,4,5,4.8,118448,473792,Yes,Yes,E-Wallet,Breakfast,Saturday,1,26,3,Best Vietnamese I've had in a long time! Staff went above and beyond. Definitely coming back!
929,2025-04-26,22,Male,Italian,Central Jakarta,1,26,2,2,1,3,2.0,128959,128959,No,No,Debit Card,Dinner,Saturday,1,24,4,Overcooked and underseasoned dishes. Service was slow and inattentive. Probably won't return.
930,2024-01-12,55,Female,Korean,Bekasi,3,23,3,5,3,3,3.5,135593,406779,Yes,Yes,E-Wallet,Late Night,Friday,0,10,5,Food was okay. Service was excellent and attentive. Might give it another try.
931,2024-06-10,53,Female,Mexican,East Jakarta,2,47,3,2,2,2,2.2,249727,499454,No,No,E-Wallet,Late Night,Monday,0,10,3,Food was okay. Poor customer service. Might give it another try.
932,2025-05-07,55,Female,Korean,West Jakarta,8,6,5,5,5,5,5.0,94569,756552,Yes,Yes,Cash,Lunch,Wednesday,0,24,4,The Korean food was absolutely delicious! Friendly staff and quick service. Definitely coming back!
933,2024-03-15,61,Female,Indonesian,South Jakarta,4,45,4,5,3,4,4.0,366047,1464188,Yes,Yes,E-Wallet,Late Night,Friday,0,10,4,The Indonesian food was absolutely delicious! Staff went above and beyond. Definitely coming back!
934,2024-02-12,34,Male,Western,North Jakarta,1,36,3,3,5,3,3.5,417271,417271,Yes,Yes,Cash,Dinner,Monday,0,19,4,Food was okay. Service was acceptable. Might give it another try.
935,2024-12-06,39,Male,Mexican,Depok,2,26,1,3,1,3,2.0,350759,701518,No,No,Credit Card,Late Night,Friday,0,11,4,Overcooked and underseasoned dishes. Service was acceptable. Probably won't return.
936,2025-10-18,42,Female,Italian,North Jakarta,7,26,5,4,4,5,4.5,229373,1605611,Yes,Yes,Debit Card,Lunch,Saturday,1,20,4,Best Italian I've had in a long time! Server was knowledgeable and helpful. Definitely coming back!
937,2024-11-30,35,Male,Korean,South Jakarta,6,60,1,1,1,1,1.0,89014,534084,No,No,Debit Card,Lunch,Saturday,1,23,3,Overcooked and underseasoned dishes. Service was slow and inattentive. Probably won't return.
938,2025-09-05,23,Male,Italian,Central Jakarta,6,60,1,3,3,2,2.2,380827,2284962,No,No,Cash,Breakfast,Friday,0,6,5,The Italian was disappointing. Service was acceptable. Might give it another try.
939,2025-07-07,26,Male,Japanese,West Jakarta,2,50,1,2,3,1,1.8,160215,320430,No,No,Credit Card,Dinner,Monday,0,25,5,The Japanese was disappointing. Poor customer service. Probably won't return.
940,2024-05-13,30,Female,Chinese,Depok,3,35,5,5,5,3,4.5,282006,846018,Yes,Yes,Debit Card,Breakfast,Monday,0,10,3,Fresh ingredients and perfect seasoning. Service was excellent and attentive. Definitely coming back!
941,2025-07-02,34,Male,Western,East Jakarta,2,49,1,1,2,1,1.2,135156,270312,No,No,E-Wallet,Late Night,Wednesday,0,21,5,Portions were too small for the price. Had to wait too long for everything. Probably won't return.
942,2024-10-25,36,Male,Thai,North Jakarta,6,52,4,2,4,4,3.5,181946,1091676,Yes,Yes,Cash,Breakfast,Friday,0,7,4,"Amazing Thai cuisine, authentic flavors! Service was slow and inattentive. Might give it another try."
943,2025-06-19,40,Male,Arabic,Tangerang,2,48,4,5,5,4,4.5,216932,433864,Yes,Yes,QRIS,Breakfast,Thursday,0,23,4,Best Arabic I've had in a long time! Staff went above and beyond. Definitely coming back!
944,2025-05-06,64,Female,Korean,Bekasi,8,28,5,5,5,5,5.0,440578,3524624,Yes,Yes,Debit Card,Lunch,Tuesday,0,6,5,"Amazing Korean cuisine, authentic flavors! Staff went above and beyond. Definitely coming back!"
945,2024-07-12,40,Female,Korean,Depok,6,55,5,5,5,4,4.8,124492,746952,Yes,Yes,E-Wallet,Lunch,Friday,0,30,4,"Food was exceptional, especially the main course. Service was excellent and attentive. Definitely coming back!"
